industry_code,industry_name,sa2_code,sa2_name,0_to_50k_businesses,50k_to_200k_businesses,200k_to_2m_businesses,2m_to_5m_businesses,5m_to_10m_businesses,10m_or_more_businesses,total_businesses
industry_code,Accommodation and Food Services,119031666,Mortdale - Oatley,4,11,29,3,0,0,46
industry_code,Accommodation and Food Services,119031667,Penshurst,7,11,15,0,0,0,34
industry_code,Accommodation and Food Services,119041377,Kingsgrove (South) - Bardwell Park,9,21,31,5,0,0,69
industry_code,Accommodation and Food Services,119041378,Kogarah,15,37,38,3,0,0,93
industry_code,Accommodation and Food Services,119041379,Kogarah Bay - Carlton - Allawah,13,12,24,0,3,0,52
industry_code,Accommodation and Food Services,119041380,Monterey - Brighton-le-Sands - Kyeemagh,13,27,38,8,0,0,87
industry_code,Accommodation and Food Services,119041381,Rockdale - Banksia,25,44,63,3,3,3,139
industry_code,Accommodation and Food Services,119041382,Sans Souci - Ramsgate,10,25,44,3,0,3,84
industry_code,Accommodation and Food Services,119041668,Arncliffe - Bardwell Valley,9,24,33,0,0,0,68
industry_code,Accommodation and Food Services,119041669,Bexley - North,5,10,16,4,0,0,35
industry_code,Accommodation and Food Services,119041670,Bexley - South,5,5,10,0,0,0,20
industry_code,Accommodation and Food Services,119041671,Wolli Creek,9,14,30,0,0,0,54
industry_code,"Transport, Postal and Warehousing",119011354,Bass Hill - Georges Hall,121,121,45,3,0,0,289
industry_code,"Transport, Postal and Warehousing",119011355,Chullora,22,28,9,4,0,3,65
industry_code,"Transport, Postal and Warehousing",119011356,Condell Park,100,77,57,17,5,11,267
industry_code,"Transport, Postal and Warehousing",119011358,Padstow,78,65,30,3,0,3,178
industry_code,"Transport, Postal and Warehousing",119011360,Revesby,99,69,26,0,0,0,196
industry_code,"Transport, Postal and Warehousing",119011361,Yagoona - Birrong,164,133,49,0,0,0,348
industry_code,"Transport, Postal and Warehousing",119011571,Bankstown - North,248,140,30,0,0,3,422
industry_code,"Transport, Postal and Warehousing",119011572,Bankstown - South,251,152,27,6,0,3,440
industry_code,"Transport, Postal and Warehousing",119011655,Greenacre - North,161,111,48,9,4,3,336
industry_code,"Transport, Postal and Warehousing",119011656,Greenacre - South,171,86,25,0,3,3,285
industry_code,"Transport, Postal and Warehousing",119011657,Panania (North) - Milperra,40,42,9,3,0,0,95
industry_code,"Transport, Postal and Warehousing",119011658,Panania (South) - Picnic Point,56,42,25,0,3,0,125
industry_code,"Transport, Postal and Warehousing",119021362,Belmore - Belfield,223,95,19,3,0,0,339
industry_code,"Transport, Postal and Warehousing",119021366,Punchbowl,423,230,52,5,0,5,716
industry_code,"Transport, Postal and Warehousing",119021367,Roselands,178,82,29,3,0,0,291
industry_code,"Transport, Postal and Warehousing",119021573,Lakemba,799,323,21,0,0,0,1146
industry_code,"Transport, Postal and Warehousing",119021574,Wiley Park,412,170,16,0,0,0,598
industry_code,"Transport, Postal and Warehousing",119021659,Campsie - North,152,79,15,3,0,0,247
industry_code,"Transport, Postal and Warehousing",119021660,Campsie - South,122,64,3,0,0,0,191
industry_code,"Transport, Postal and Warehousing",119021661,Canterbury - South,132,51,11,4,0,0,198
industry_code,"Transport, Postal and Warehousing",119021662,Earlwood,87,50,13,3,0,0,154
industry_code,"Transport, Postal and Warehousing",119021663,Kingsgrove - North,30,31,11,9,6,4,91
industry_code,"Transport, Postal and Warehousing",119031370,Narwee - Beverly Hills,87,58,15,0,0,0,161
industry_code,"Transport, Postal and Warehousing",119031371,Oatley - Hurstville Grove,37,17,18,0,0,3,75
industry_code,"Transport, Postal and Warehousing",119031372,Peakhurst - Lugarno,80,57,25,3,3,0,169
industry_code,"Transport, Postal and Warehousing",119031373,Riverwood,110,65,6,0,0,0,181
industry_code,"Transport, Postal and Warehousing",119031374,South Hurstville - Blakehurst,147,78,20,3,3,3,249
industry_code,"Transport, Postal and Warehousing",119031664,Hurstville - Central,99,53,11,0,0,3,167
industry_code,"Transport, Postal and Warehousing",119031665,Hurstville - North,109,46,18,0,0,0,175
industry_code,"Transport, Postal and Warehousing",119031666,Mortdale - Oatley,60,23,10,3,0,0,95
industry_code,"Transport, Postal and Warehousing",119031667,Penshurst,69,37,6,0,0,0,112
industry_code,"Transport, Postal and Warehousing",119041377,Kingsgrove (South) - Bardwell Park,65,45,12,0,0,0,123
industry_code,"Transport, Postal and Warehousing",119041378,Kogarah,112,49,13,3,0,3,178
industry_code,"Transport, Postal and Warehousing",119041379,Kogarah Bay - Carlton - Allawah,124,70,25,0,0,0,220
industry_code,"Transport, Postal and Warehousing",119041380,Monterey - Brighton-le-Sands - Kyeemagh,100,59,24,3,0,0,188
industry_code,"Transport, Postal and Warehousing",119041381,Rockdale - Banksia,226,90,27,3,0,4,352
industry_code,"Transport, Postal and Warehousing",119041382,Sans Souci - Ramsgate,77,60,30,3,0,3,172
industry_code,"Transport, Postal and Warehousing",119041668,Arncliffe - Bardwell Valley,144,68,24,3,3,0,239
industry_code,"Transport, Postal and Warehousing",119041669,Bexley - North,76,40,15,0,3,0,133
industry_code,"Transport, Postal and Warehousing",119041670,Bexley - South,175,84,25,3,0,0,289
industry_code,"Transport, Postal and Warehousing",119041671,Wolli Creek,79,32,7,3,0,3,120
industry_code,Information Media and Telecommunications,119011354,Bass Hill - Georges Hall,4,0,0,0,0,0,6
industry_code,Information Media and Telecommunications,119011355,Chullora,0,3,3,0,0,0,3
industry_code,Information Media and Telecommunications,119011356,Condell Park,5,4,4,0,0,0,14
industry_code,Information Media and Telecommunications,119011358,Padstow,3,0,4,0,0,0,7
industry_code,Information Media and Telecommunications,119011360,Revesby,4,4,3,0,0,0,10
industry_code,Information Media and Telecommunications,119011361,Yagoona - Birrong,5,5,3,0,0,0,13
industry_code,Information Media and Telecommunications,119011571,Bankstown - North,10,6,7,0,0,0,24
industry_code,Information Media and Telecommunications,119011572,Bankstown - South,6,7,5,3,0,0,19
industry_code,Information Media and Telecommunications,119011655,Greenacre - North,4,3,3,0,0,0,7
industry_code,Information Media and Telecommunications,119011656,Greenacre - South,4,3,3,0,0,0,8
industry_code,Information Media and Telecommunications,119011657,Panania (North) - Milperra,7,3,0,0,0,0,9
industry_code,Information Media and Telecommunications,119011658,Panania (South) - Picnic Point,6,3,0,0,0,0,10
industry_code,Information Media and Telecommunications,119021362,Belmore - Belfield,6,3,3,0,0,0,13
industry_code,Information Media and Telecommunications,119021366,Punchbowl,4,3,0,0,0,0,8
industry_code,Information Media and Telecommunications,119021367,Roselands,8,5,0,0,0,0,14
industry_code,Information Media and Telecommunications,119021573,Lakemba,9,3,0,0,0,0,13
industry_code,Information Media and Telecommunications,119021574,Wiley Park,0,0,0,0,0,0,3
industry_code,Information Media and Telecommunications,119021659,Campsie - North,5,3,3,0,0,0,10
industry_code,Information Media and Telecommunications,119021660,Campsie - South,0,0,3,0,0,0,3
industry_code,Information Media and Telecommunications,119021661,Canterbury - South,5,0,3,0,0,0,7
industry_code,Information Media and Telecommunications,119021662,Earlwood,13,7,4,0,0,0,24
industry_code,Information Media and Telecommunications,119021663,Kingsgrove - North,3,3,0,0,0,0,7
industry_code,Information Media and Telecommunications,119031370,Narwee - Beverly Hills,4,3,0,0,0,0,6
industry_code,Information Media and Telecommunications,119031371,Oatley - Hurstville Grove,5,4,3,0,0,0,11
industry_code,Information Media and Telecommunications,119031372,Peakhurst - Lugarno,4,0,3,0,0,0,10
industry_code,Information Media and Telecommunications,119031373,Riverwood,0,0,0,0,0,0,0
industry_code,Information Media and Telecommunications,119031374,South Hurstville - Blakehurst,11,0,0,0,0,0,13
industry_code,Information Media and Telecommunications,119031664,Hurstville - Central,7,3,3,3,0,0,13
industry_code,Information Media and Telecommunications,119031665,Hurstville - North,3,0,0,0,0,0,4
industry_code,Information Media and Telecommunications,119031666,Mortdale - Oatley,4,4,5,0,0,0,13
industry_code,Information Media and Telecommunications,119031667,Penshurst,5,0,0,0,0,0,7
industry_code,Information Media and Telecommunications,119041377,Kingsgrove (South) - Bardwell Park,5,5,0,0,0,0,13
industry_code,Information Media and Telecommunications,119041378,Kogarah,3,4,3,0,0,0,9
industry_code,Information Media and Telecommunications,119041379,Kogarah Bay - Carlton - Allawah,6,6,0,0,0,0,13
industry_code,Information Media and Telecommunications,119041380,Monterey - Brighton-le-Sands - Kyeemagh,10,8,0,0,0,0,20
industry_code,Information Media and Telecommunications,119041381,Rockdale - Banksia,9,9,5,0,0,0,23
industry_code,Information Media and Telecommunications,119041382,Sans Souci - Ramsgate,7,4,3,0,0,0,13
industry_code,Information Media and Telecommunications,119041668,Arncliffe - Bardwell Valley,13,4,0,0,0,0,18
industry_code,Information Media and Telecommunications,119041669,Bexley - North,4,0,0,0,0,0,6
industry_code,Information Media and Telecommunications,119041670,Bexley - South,6,6,6,0,0,0,18
industry_code,Information Media and Telecommunications,119041671,Wolli Creek,3,0,3,0,0,0,6
industry_code,Financial and Insurance Services,119011354,Bass Hill - Georges Hall,14,29,16,3,0,0,63
industry_code,Financial and Insurance Services,119011355,Chullora,9,8,4,0,0,0,24
industry_code,Financial and Insurance Services,119011356,Condell Park,27,26,21,3,3,5,85
industry_code,Financial and Insurance Services,119011358,Padstow,14,21,14,0,0,0,50
industry_code,Financial and Insurance Services,119011360,Revesby,19,14,9,0,0,0,43
industry_code,Financial and Insurance Services,119011361,Yagoona - Birrong,9,25,9,0,0,0,44
industry_code,Financial and Insurance Services,119011571,Bankstown - North,34,21,22,3,0,0,81
industry_code,Financial and Insurance Services,119011572,Bankstown - South,29,30,15,3,0,0,77
industry_code,Financial and Insurance Services,119011655,Greenacre - North,13,19,15,0,0,0,49
industry_code,Financial and Insurance Services,119011656,Greenacre - South,13,11,10,0,0,0,34
industry_code,Financial and Insurance Services,119011657,Panania (North) - Milperra,6,16,9,0,0,0,32
industry_code,Financial and Insurance Services,119011658,Panania (South) - Picnic Point,19,15,12,0,0,0,46
industry_code,Financial and Insurance Services,119021362,Belmore - Belfield,19,18,14,0,0,0,54
industry_code,Financial and Insurance Services,119021366,Punchbowl,20,16,21,0,3,0,61
industry_code,Financial and Insurance Services,119021367,Roselands,16,18,11,0,0,0,45
industry_code,Financial and Insurance Services,119021573,Lakemba,13,15,11,0,0,0,40
industry_code,Financial and Insurance Services,119021574,Wiley Park,3,3,5,0,0,0,12
industry_code,Financial and Insurance Services,119021659,Campsie - North,13,9,7,0,3,0,31
industry_code,Financial and Insurance Services,119021660,Campsie - South,7,10,6,3,0,0,25
industry_code,Financial and Insurance Services,119021661,Canterbury - South,11,12,14,3,0,0,39
industry_code,Financial and Insurance Services,119021662,Earlwood,28,18,22,0,0,3,72
industry_code,Financial and Insurance Services,119021663,Kingsgrove - North,9,10,9,0,0,3,32
industry_code,Financial and Insurance Services,119031370,Narwee - Beverly Hills,17,9,12,3,0,0,39
industry_code,Financial and Insurance Services,119031371,Oatley - Hurstville Grove,22,19,12,0,0,0,54
industry_code,Financial and Insurance Services,119031372,Peakhurst - Lugarno,30,24,25,0,0,0,82
industry_code,Financial and Insurance Services,119031373,Riverwood,8,7,4,0,0,0,19
industry_code,Financial and Insurance Services,119031374,South Hurstville - Blakehurst,38,48,27,0,0,0,116
industry_code,Financial and Insurance Services,119031664,Hurstville - Central,47,37,36,0,0,0,121
industry_code,Financial and Insurance Services,119031665,Hurstville - North,24,16,8,0,0,0,50
industry_code,Financial and Insurance Services,119031666,Mortdale - Oatley,14,21,15,0,0,0,50
industry_code,Financial and Insurance Services,119031667,Penshurst,14,8,4,0,0,0,27
industry_code,Financial and Insurance Services,119041377,Kingsgrove (South) - Bardwell Park,19,23,18,3,0,0,62
industry_code,Financial and Insurance Services,119041378,Kogarah,16,21,20,4,0,0,61
industry_code,Financial and Insurance Services,119041379,Kogarah Bay - Carlton - Allawah,22,20,15,0,0,0,60
industry_code,Financial and Insurance Services,119041380,Monterey - Brighton-le-Sands - Kyeemagh,18,30,16,3,0,0,67
industry_code,Financial and Insurance Services,119041381,Rockdale - Banksia,25,23,17,3,0,0,67
industry_code,Financial and Insurance Services,119041382,Sans Souci - Ramsgate,32,29,31,3,0,0,94
industry_code,Financial and Insurance Services,119041668,Arncliffe - Bardwell Valley,19,14,14,0,3,0,50
industry_code,Financial and Insurance Services,119041669,Bexley - North,9,7,11,0,0,0,28
industry_code,Financial and Insurance Services,119041670,Bexley - South,17,7,12,3,0,0,37
industry_code,Financial and Insurance Services,119041671,Wolli Creek,9,17,13,0,3,0,40
industry_code,"Rental, Hiring and Real Estate Services",119011354,Bass Hill - Georges Hall,56,44,35,3,3,3,140
industry_code,"Rental, Hiring and Real Estate Services",119011355,Chullora,24,32,25,3,3,0,87
industry_code,"Rental, Hiring and Real Estate Services",119011356,Condell Park,73,121,107,16,5,5,327
industry_code,"Rental, Hiring and Real Estate Services",119011358,Padstow,65,74,33,5,0,0,178
industry_code,"Rental, Hiring and Real Estate Services",119011360,Revesby,30,46,23,0,0,0,101
industry_code,"Rental, Hiring and Real Estate Services",119011361,Yagoona - Birrong,31,39,26,3,0,0,99
industry_code,"Rental, Hiring and Real Estate Services",119011571,Bankstown - North,46,99,53,3,0,0,201
industry_code,"Rental, Hiring and Real Estate Services",119011572,Bankstown - South,66,106,79,4,4,0,260
industry_code,"Rental, Hiring and Real Estate Services",119011655,Greenacre - North,33,68,41,7,0,0,149
industry_code,"Rental, Hiring and Real Estate Services",119011656,Greenacre - South,48,52,24,3,0,0,128
industry_code,"Rental, Hiring and Real Estate Services",119011657,Panania (North) - Milperra,15,18,14,0,0,0,48
industry_code,"Rental, Hiring and Real Estate Services",119011658,Panania (South) - Picnic Point,36,40,23,0,0,0,101
industry_code,"Rental, Hiring and Real Estate Services",119021362,Belmore - Belfield,52,75,31,3,3,0,161
industry_code,"Rental, Hiring and Real Estate Services",119021366,Punchbowl,58,78,52,8,0,3,199
industry_code,"Rental, Hiring and Real Estate Services",119021367,Roselands,35,53,29,4,0,3,126
industry_code,"Rental, Hiring and Real Estate Services",119021573,Lakemba,22,31,30,0,3,0,85
industry_code,"Rental, Hiring and Real Estate Services",119021574,Wiley Park,13,11,6,0,0,0,30
industry_code,"Rental, Hiring and Real Estate Services",119021659,Campsie - North,24,40,25,0,0,0,91
industry_code,"Rental, Hiring and Real Estate Services",119021660,Campsie - South,35,43,14,0,3,0,94
industry_code,"Rental, Hiring and Real Estate Services",119021661,Canterbury - South,35,55,36,3,0,0,130
industry_code,"Rental, Hiring and Real Estate Services",119021662,Earlwood,89,153,85,6,0,0,333
industry_code,"Rental, Hiring and Real Estate Services",119021663,Kingsgrove - North,37,60,37,3,3,0,139
industry_code,"Rental, Hiring and Real Estate Services",119031370,Narwee - Beverly Hills,56,45,17,4,0,0,122
industry_code,"Rental, Hiring and Real Estate Services",119031371,Oatley - Hurstville Grove,81,91,32,6,0,0,211
industry_code,"Rental, Hiring and Real Estate Services",119031372,Peakhurst - Lugarno,101,155,74,0,3,0,335
industry_code,"Rental, Hiring and Real Estate Services",119031373,Riverwood,28,20,11,0,0,0,60
industry_code,"Rental, Hiring and Real Estate Services",119031374,South Hurstville - Blakehurst,145,251,115,13,3,0,526
industry_code,"Rental, Hiring and Real Estate Services",119031664,Hurstville - Central,78,137,109,12,3,0,339
industry_code,"Rental, Hiring and Real Estate Services",119031665,Hurstville - North,87,81,26,0,0,0,197
industry_code,"Rental, Hiring and Real Estate Services",119031666,Mortdale - Oatley,43,63,19,0,0,0,125
industry_code,"Rental, Hiring and Real Estate Services",119031667,Penshurst,26,29,21,3,0,0,77
industry_code,"Rental, Hiring and Real Estate Services",119041377,Kingsgrove (South) - Bardwell Park,56,72,38,4,0,0,170
industry_code,"Rental, Hiring and Real Estate Services",119041378,Kogarah,56,77,57,5,3,0,197
industry_code,"Rental, Hiring and Real Estate Services",119041379,Kogarah Bay - Carlton - Allawah,71,82,33,0,0,0,190
industry_code,"Rental, Hiring and Real Estate Services",119041380,Monterey - Brighton-le-Sands - Kyeemagh,72,78,43,4,0,0,197
industry_code,"Rental, Hiring and Real Estate Services",119041381,Rockdale - Banksia,87,116,93,4,3,3,305
industry_code,"Rental, Hiring and Real Estate Services",119041382,Sans Souci - Ramsgate,95,162,85,9,0,0,352
industry_code,"Rental, Hiring and Real Estate Services",119041668,Arncliffe - Bardwell Valley,47,62,65,7,3,0,183
industry_code,"Rental, Hiring and Real Estate Services",119041669,Bexley - North,28,44,23,0,3,0,98
industry_code,"Rental, Hiring and Real Estate Services",119041670,Bexley - South,37,50,24,0,0,0,112
industry_code,"Rental, Hiring and Real Estate Services",119041671,Wolli Creek,23,42,50,0,0,3,117
industry_code,"Professional, Scientific and Technical Services",119011354,Bass Hill - Georges Hall,45,74,35,0,0,0,156
industry_code,"Professional, Scientific and Technical Services",119011355,Chullora,16,22,25,8,0,3,73
industry_code,"Professional, Scientific and Technical Services",119011356,Condell Park,43,60,66,10,3,5,186
industry_code,"Professional, Scientific and Technical Services",119011358,Padstow,50,70,61,0,3,0,187
industry_code,"Professional, Scientific and Technical Services",119011360,Revesby,54,51,33,3,0,0,139
industry_code,"Professional, Scientific and Technical Services",119011361,Yagoona - Birrong,54,61,36,3,3,0,156
industry_code,"Professional, Scientific and Technical Services",119011571,Bankstown - North,60,81,90,10,3,0,245
industry_code,"Professional, Scientific and Technical Services",119011572,Bankstown - South,64,79,65,6,0,0,217
industry_code,"Professional, Scientific and Technical Services",119011655,Greenacre - North,41,52,50,3,3,0,146
industry_code,"Professional, Scientific and Technical Services",119011656,Greenacre - South,36,39,35,3,0,0,114
industry_code,"Professional, Scientific and Technical Services",119011657,Panania (North) - Milperra,19,38,21,0,3,0,80
industry_code,"Professional, Scientific and Technical Services",119011658,Panania (South) - Picnic Point,44,57,48,3,0,0,151
industry_code,"Professional, Scientific and Technical Services",119021362,Belmore - Belfield,37,67,47,3,3,0,156
industry_code,"Professional, Scientific and Technical Services",119021366,Punchbowl,67,75,45,0,0,0,190
industry_code,"Professional, Scientific and Technical Services",119021367,Roselands,53,48,40,0,0,0,141
industry_code,"Professional, Scientific and Technical Services",119021573,Lakemba,55,47,33,3,0,0,137
industry_code,"Professional, Scientific and Technical Services",119021574,Wiley Park,25,25,21,3,0,0,73
industry_code,"Professional, Scientific and Technical Services",119021659,Campsie - North,35,36,25,0,0,0,96
industry_code,"Professional, Scientific and Technical Services",119021660,Campsie - South,16,30,17,0,0,3,65
industry_code,"Professional, Scientific and Technical Services",119021661,Canterbury - South,39,57,20,3,0,0,119
industry_code,"Professional, Scientific and Technical Services",119021662,Earlwood,74,96,79,3,3,0,252
industry_code,"Professional, Scientific and Technical Services",119021663,Kingsgrove - North,28,30,39,4,0,3,104
industry_code,"Professional, Scientific and Technical Services",119031370,Narwee - Beverly Hills,58,52,53,4,0,0,167
industry_code,"Professional, Scientific and Technical Services",119031371,Oatley - Hurstville Grove,70,72,61,4,0,0,208
industry_code,"Professional, Scientific and Technical Services",119031372,Peakhurst - Lugarno,95,106,90,6,0,3,300
industry_code,"Professional, Scientific and Technical Services",119031373,Riverwood,33,36,21,0,0,0,91
industry_code,"Professional, Scientific and Technical Services",119031374,South Hurstville - Blakehurst,118,137,101,4,3,3,362
industry_code,"Professional, Scientific and Technical Services",119031664,Hurstville - Central,95,76,92,9,0,0,275
industry_code,"Professional, Scientific and Technical Services",119031665,Hurstville - North,53,61,36,0,3,0,154
industry_code,"Professional, Scientific and Technical Services",119031666,Mortdale - Oatley,48,87,45,3,0,0,183
industry_code,"Professional, Scientific and Technical Services",119031667,Penshurst,37,37,28,3,0,0,104
industry_code,"Professional, Scientific and Technical Services",119041377,Kingsgrove (South) - Bardwell Park,61,76,50,0,0,0,190
industry_code,"Professional, Scientific and Technical Services",119041378,Kogarah,62,76,71,11,0,3,222
industry_code,"Professional, Scientific and Technical Services",119041379,Kogarah Bay - Carlton - Allawah,68,76,40,0,0,3,186
industry_code,"Professional, Scientific and Technical Services",119041380,Monterey - Brighton-le-Sands - Kyeemagh,68,81,57,4,0,3,213
industry_code,"Professional, Scientific and Technical Services",119041381,Rockdale - Banksia,92,89,89,10,4,3,285
industry_code,"Professional, Scientific and Technical Services",119041382,Sans Souci - Ramsgate,76,100,68,3,3,0,248
industry_code,"Professional, Scientific and Technical Services",119041668,Arncliffe - Bardwell Valley,54,67,42,3,3,3,170
industry_code,"Professional, Scientific and Technical Services",119041669,Bexley - North,28,42,30,0,0,0,101
industry_code,"Professional, Scientific and Technical Services",119041670,Bexley - South,52,39,47,4,0,0,143
industry_code,"Professional, Scientific and Technical Services",119041671,Wolli Creek,53,54,30,3,3,0,139
industry_code,Administrative and Support Services,119011354,Bass Hill - Georges Hall,36,36,17,4,0,0,93
industry_code,Administrative and Support Services,119011355,Chullora,10,7,13,4,3,3,39
industry_code,Administrative and Support Services,119011356,Condell Park,11,34,29,4,6,4,88
industry_code,Administrative and Support Services,119011358,Padstow,39,35,19,0,0,0,96
industry_code,Administrative and Support Services,119011360,Revesby,23,34,10,0,0,0,69
industry_code,Administrative and Support Services,119011361,Yagoona - Birrong,51,30,27,0,0,0,108
industry_code,Administrative and Support Services,119011571,Bankstown - North,47,40,25,9,0,0,122
industry_code,Administrative and Support Services,119011572,Bankstown - South,38,46,37,4,3,3,131
industry_code,Administrative and Support Services,119011655,Greenacre - North,42,36,20,4,0,3,104
industry_code,Administrative and Support Services,119011656,Greenacre - South,40,22,24,5,3,0,92
industry_code,Administrative and Support Services,119011657,Panania (North) - Milperra,16,20,5,3,0,0,43
industry_code,Administrative and Support Services,119011658,Panania (South) - Picnic Point,24,31,15,3,0,0,72
industry_code,Administrative and Support Services,119021362,Belmore - Belfield,36,32,20,0,0,0,89
industry_code,Administrative and Support Services,119021366,Punchbowl,48,53,26,3,0,0,132
industry_code,Administrative and Support Services,119021367,Roselands,15,30,13,3,0,0,60
industry_code,Administrative and Support Services,119021573,Lakemba,77,46,26,3,0,3,153
industry_code,Administrative and Support Services,119021574,Wiley Park,34,26,8,0,0,0,70
industry_code,Administrative and Support Services,119021659,Campsie - North,51,35,13,0,0,0,100
industry_code,Administrative and Support Services,119021660,Campsie - South,37,24,8,0,0,0,69
industry_code,Administrative and Support Services,119021661,Canterbury - South,24,24,10,0,0,0,58
industry_code,Administrative and Support Services,119021662,Earlwood,21,28,30,3,0,0,82
industry_code,Administrative and Support Services,119021663,Kingsgrove - North,8,15,19,4,0,0,48
industry_code,Administrative and Support Services,119031370,Narwee - Beverly Hills,33,23,10,0,3,0,68
industry_code,Administrative and Support Services,119031371,Oatley - Hurstville Grove,22,21,9,0,0,0,54
industry_code,Administrative and Support Services,119031372,Peakhurst - Lugarno,37,39,22,0,3,0,102
industry_code,Administrative and Support Services,119031373,Riverwood,32,23,4,3,0,0,60
industry_code,Administrative and Support Services,119031374,South Hurstville - Blakehurst,56,44,29,0,3,0,131
industry_code,Administrative and Support Services,119031664,Hurstville - Central,59,30,28,0,0,0,119
industry_code,Administrative and Support Services,119031665,Hurstville - North,38,28,10,0,0,0,78
industry_code,Administrative and Support Services,119031666,Mortdale - Oatley,20,22,15,0,0,0,58
industry_code,Administrative and Support Services,119031667,Penshurst,26,15,10,0,0,0,51
industry_code,Administrative and Support Services,119041377,Kingsgrove (South) - Bardwell Park,35,16,24,3,0,0,79
industry_code,Administrative and Support Services,119041378,Kogarah,30,28,30,6,0,0,97
industry_code,Administrative and Support Services,119041379,Kogarah Bay - Carlton - Allawah,36,39,22,3,0,0,100
industry_code,Administrative and Support Services,119041380,Monterey - Brighton-le-Sands - Kyeemagh,32,38,29,0,0,0,102
industry_code,Administrative and Support Services,119041381,Rockdale - Banksia,65,58,41,3,3,0,168
industry_code,Administrative and Support Services,119041382,Sans Souci - Ramsgate,25,41,18,3,0,0,88
industry_code,Administrative and Support Services,119041668,Arncliffe - Bardwell Valley,31,29,21,4,0,0,85
industry_code,Administrative and Support Services,119041669,Bexley - North,18,20,9,0,0,0,47
industry_code,Administrative and Support Services,119041670,Bexley - South,45,21,12,3,0,0,80
industry_code,Administrative and Support Services,119041671,Wolli Creek,31,15,10,0,0,0,56
industry_code,Public Administration and Safety,119011354,Bass Hill - Georges Hall,5,6,3,0,0,0,14
industry_code,Public Administration and Safety,119011355,Chullora,0,3,0,0,0,0,6
industry_code,Public Administration and Safety,119011356,Condell Park,3,3,7,3,3,3,21
industry_code,Public Administration and Safety,119011358,Padstow,7,4,4,0,0,0,15
industry_code,Public Administration and Safety,119011360,Revesby,3,0,0,0,0,0,5
industry_code,Public Administration and Safety,119011361,Yagoona - Birrong,6,4,4,0,0,0,14
industry_code,Public Administration and Safety,119011571,Bankstown - North,16,13,7,0,3,0,39
industry_code,Public Administration and Safety,119011572,Bankstown - South,5,6,7,3,0,0,21
industry_code,Public Administration and Safety,119011655,Greenacre - North,7,3,8,0,3,0,21
industry_code,Public Administration and Safety,119011656,Greenacre - South,9,3,11,3,3,0,26
industry_code,Public Administration and Safety,119011657,Panania (North) - Milperra,0,3,0,0,0,0,0
industry_code,Public Administration and Safety,119011658,Panania (South) - Picnic Point,0,5,3,0,0,0,7
industry_code,Public Administration and Safety,119021362,Belmore - Belfield,8,3,4,0,0,0,15
industry_code,Public Administration and Safety,119021366,Punchbowl,18,3,6,3,0,0,29
industry_code,Public Administration and Safety,119021367,Roselands,4,6,3,0,0,0,13
industry_code,Public Administration and Safety,119021573,Lakemba,21,8,3,0,0,0,33
industry_code,Public Administration and Safety,119021574,Wiley Park,18,6,0,3,0,0,27
industry_code,Public Administration and Safety,119021659,Campsie - North,0,3,0,0,0,0,5
industry_code,Public Administration and Safety,119021660,Campsie - South,3,0,0,0,0,0,5
industry_code,Public Administration and Safety,119021661,Canterbury - South,0,0,0,0,0,0,4
industry_code,Public Administration and Safety,119021662,Earlwood,3,3,4,0,0,0,9
industry_code,Public Administration and Safety,119021663,Kingsgrove - North,0,0,5,0,0,0,7
industry_code,Public Administration and Safety,119031370,Narwee - Beverly Hills,3,3,0,0,0,3,8
industry_code,Public Administration and Safety,119031371,Oatley - Hurstville Grove,3,0,0,0,0,0,5
industry_code,Public Administration and Safety,119031372,Peakhurst - Lugarno,3,3,0,0,0,0,7
industry_code,Public Administration and Safety,119031373,Riverwood,0,3,3,0,0,0,4
industry_code,Public Administration and Safety,119031374,South Hurstville - Blakehurst,0,0,3,0,3,0,7
industry_code,Public Administration and Safety,119031664,Hurstville - Central,3,0,0,0,0,0,3
industry_code,Public Administration and Safety,119031665,Hurstville - North,0,0,0,0,0,0,3
industry_code,Public Administration and Safety,119031666,Mortdale - Oatley,0,3,0,3,0,0,3
industry_code,Public Administration and Safety,119031667,Penshurst,3,0,0,0,0,0,3
industry_code,Public Administration and Safety,119041377,Kingsgrove (South) - Bardwell Park,0,3,0,0,0,0,3
industry_code,Public Administration and Safety,119041378,Kogarah,3,3,3,0,0,0,8
industry_code,Public Administration and Safety,119041379,Kogarah Bay - Carlton - Allawah,3,3,3,0,0,0,7
industry_code,Public Administration and Safety,119041380,Monterey - Brighton-le-Sands - Kyeemagh,3,5,3,0,0,0,11
industry_code,Public Administration and Safety,119041381,Rockdale - Banksia,6,6,7,0,0,0,22
industry_code,Public Administration and Safety,119041382,Sans Souci - Ramsgate,0,3,3,3,0,0,6
industry_code,Public Administration and Safety,119041668,Arncliffe - Bardwell Valley,3,3,3,3,0,0,9
industry_code,Public Administration and Safety,119041669,Bexley - North,0,3,3,0,0,0,6
industry_code,Public Administration and Safety,119041670,Bexley - South,3,3,0,0,0,0,6
industry_code,Public Administration and Safety,119041671,Wolli Creek,0,0,0,0,0,0,3
industry_code,Education and Training,119011354,Bass Hill - Georges Hall,7,8,8,0,0,0,25
industry_code,Education and Training,119011355,Chullora,0,0,0,3,0,0,5
industry_code,Education and Training,119011356,Condell Park,4,5,9,3,0,3,24
industry_code,Education and Training,119011358,Padstow,14,3,12,0,0,0,28
