SA2_NAME,z_business,z_POI,z_income,z_young,score
Bass Hill - Georges Hall,0.9127596566824594,0.7003943144558762,-0.6821558466214707,2.6698107176378545,0.7219856152143844
Chullora,-1.4562916087967588,-1.0490475162812058,0.8104514015689289,-2.1184522792364016,-0.7865276120203152
Condell Park,1.9088752648507614,-0.22036454382679863,-0.7059969558001096,0.33110052347799124,0.1700867077776781
Padstow,0.149289470158728,-0.3469688868406664,0.6612522021929306,0.3042504505983225,0.18499297875708937
Revesby,-0.38972703491918537,0.22850539958600533,0.6197225281398177,0.6712014466204618,0.3107632606580022
Yagoona - Birrong,0.4949809065460828,0.10190105657213754,-0.7733673159307151,2.015770480825411,0.3007103996667255
Bankstown - North,1.0454658479022496,0.06737259938653724,-0.9794775501202385,0.7152631046794053,0.07851430529622064
Bankstown - South,1.749955504994963,-0.07074122935586398,-1.2241949998183965,0.7923710062825565,0.11998443350322582
Greenacre - North,0.4015950682803045,-0.26640248674093236,-0.9957817925262754,0.6966745926857885,-0.1590013515869437
Greenacre - South,0.05918032797245069,-0.416025801211867,-1.0642288479101096,0.6326474958188861,-0.30571082997832566
Panania (North) - Milperra,-1.4104178636837448,0.4471856284281406,1.3092689310290964,-0.31261276222688716,0.18233024265504463
Panania (South) - Picnic Point,-0.6240108046035064,0.10190105657213754,1.4810787307229007,0.5293779847432373,0.4559673722164576
Belmore - Belfield,0.673560842878887,-0.519611172768668,-0.17549382317349294,0.7909940794682145,0.08437948568677206
Punchbowl,2.105477029620821,-0.5541396299542682,-1.2860280700752535,1.8044122148239161,0.22992753888009093
Roselands,-0.2881494564546546,-0.864895744624671,-0.019065384240100895,0.24641952439595913,-0.27353432507117065
Lakemba,1.538608607867149,-0.2548930010123989,-1.6882506539600326,1.0849679543302286,-0.05822778405225382
Wiley Park,-0.6485860251997638,-1.0835759734668062,-1.6671781897182678,-0.4048668587878002,-1.0359168257530351
Campsie - North,-0.5453700986954826,-1.0605570020097392,-1.4784488931880102,-1.0561532419715596,-1.0820064366927333
Campsie - South,-0.8714013586058313,-0.5886680871398685,-1.5225933985703932,-1.4024503357785691,-1.0881487845899587
Canterbury - South,-0.7075665546307818,-1.003009573367072,0.5234352097796373,-0.7015945872784982,-0.42570453745808645
Earlwood,0.4982576026255838,-0.3009309439265327,1.7317949111176194,0.4144045957456814,0.6117916298315791
Kingsgrove - North,-1.0532579910181366,0.7003943144558762,0.6558687259267864,-1.2991808247029202,-0.0636088510294126
Narwee - Beverly Hills,-0.6813529859947738,-0.46206374412600076,-0.1850302668449485,-0.3793937127224735,-0.40627754303473423
Oatley - Hurstville Grove,-0.7485252556245442,-0.18583608664119833,1.3512600459050217,-0.3793937127224735,0.12404339410974348
Peakhurst - Lugarno,1.2830263136660716,0.3320907711428062,1.0637824132929177,0.9624214678537918,0.8678515116346898
Riverwood,-1.2383913195099427,-0.6231965443254688,-0.830124537136636,-0.8138141226473701,-0.846437412870094
South Hurstville - Blakehurst,1.753232201074464,1.0917168292260129,-0.07090057000269,1.230922196650479,0.9030757573119854
Hurstville - Central,0.7603932889856633,-0.7728198587964035,-1.174513204562265,-1.0520224615285336,-0.6425257535161746
Hurstville - North,-0.6092656722457519,-0.6692344872396025,-0.9262580418892122,-0.7250023431223119,-0.7455013618122571
Mortdale - Oatley,-0.9090833635200928,0.619827914356142,1.373101578184807,-0.025523521436583107,0.4109574707709495
Penshurst,-1.3989494274054912,-0.6231965443254688,0.100601602475906,-1.1373919240177368,-0.6640467528395144
Kingsgrove (South) - Bardwell Park,-0.3766202506011814,2.749082774134828,0.7844569018838323,-0.3594282739145147,0.9128521979024586
Kogarah,0.11816085740346856,0.10190105657213754,0.6932454325745879,-0.6685483437342905,0.1284664494778532
Kogarah Bay - Carlton - Allawah,-0.16527335347336736,-0.1743266009126649,0.4242254328749786,-0.09643525237519539,0.022627928418981556
Monterey - Brighton-le-Sands - Kyeemagh,0.01658327893893777,-0.20885505809826518,1.067781567090625,-0.5590826619941026,0.1491780760866749
Rockdale - Banksia,1.0815095047767607,0.2860528282286725,-0.17210992380620224,0.04538820950202917,0.25956241418249903
Sans Souci - Ramsgate,0.4179785486778094,2.369269745093224,1.3380320756510673,0.04538820950202917,1.2048638978592552
Arncliffe - Bardwell Valley,0.08211720052895764,3.7504080325172366,0.33147582748969306,-0.004869619221453319,1.2400146742635796
Bexley - North,-1.0729181674951425,-0.024703286441730237,0.5778852268714965,-0.62655207589686,-0.17393946654947065
Bexley - South,-0.6174574124445045,-0.4505542583974673,0.05445752019466941,-0.15495464198472977,-0.2733114323466862
Wolli Creek,-1.2383913195099427,-0.8533862588961375,0.6680200009275119,-1.706062698340977,-0.6445006809607716
